"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","Institute Type","State"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "3906", "3990","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "4500", "4500","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "6965", "8328","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "7507", "7568","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "3065", "4188","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "3742", "3742","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "931", "1821","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "1739", "1739","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "18733", "24683","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "24870", "30453","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "768", "826","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "3858", "4097","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "5615", "5615","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "6738", "8509","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "11706", "12439","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "596", "596","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3621", "4563","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "3248", "3248","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1386", "1640","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2046", "2046","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST (PwD)", "Gender-Neutral", "58", "58","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "34280", "43936","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "37348", "41062","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1985", "1985","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "7198", "7498","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "7127", "7127","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "13196", "14913","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "19058", "19058","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "5593", "6458","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "8165", "8165","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2545", "2971","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "33802", "42801","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "45053", "49058","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6977", "7122","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8222", "8222","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "12374", "13768","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17845", "17845","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7220", "7294","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "7577", "7577","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2057", "2802","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "45812", "57822","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "57227", "57227","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "2404", "2404","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "9493", "9493","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "17176", "18316","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "22018", "22018","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "8033", "8495","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "10327", "10327","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2997", "2997","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "47232", "53982","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "54486", "54486","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "9065", "9065","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "10245", "10245","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "16217", "17484","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "19132", "19132","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "9067", "9276","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2827", "2827","NIT","Andhra Pradesh"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "29618", "33167","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "29734", "40459","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1247", "1247","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "8481", "8481","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "20338", "22858","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "19124", "19124","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "4586", "5203","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "6815", "6815","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "4428", "4428","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "759", "759","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "14870", "23280","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "26488", "33057","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "4196", "4517","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6711", "6711","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "6346", "8224","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "15970", "15970","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3825", "4384","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "3518", "3518","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Aerospace Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1431", "1431","NIT","West Bengal"
"Indian Institute of Engineering Science and Technology, Shibpur", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OPEN", "Gender-Neutral", "636", "798","NIT","West Bengal"
