"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","Institute Type","State"
"National Institute of Technology Raipur", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4208", "4968","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "6085", "7094","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1773", "1966","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2190", "2190","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "22169", "38657","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "41985", "46547","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "434", "434","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "6428", "7384","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "14728", "14728","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "11855", "14135","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "16740", "19832","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "5873", "7147","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "9200", "9200","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2130", "2617","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "3280", "3280","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "16419", "19191","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "22740", "28560","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "537", "537","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Female-only (including Supernumerary)", "570", "570","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2843", "3070","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "4625", "4625","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "138", "138","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "5672", "6428","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "10367", "10988","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "213", "213","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3005", "3704","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "3898", "4934","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1437", "1638","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "19019", "32025","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "27631", "44324","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "378", "378","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "4967", "6672","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "14229", "14229","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "9496", "11945","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "12504", "16705","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "4198", "5440","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "7249", "7249","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1401", "2053","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2369", "2369","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "11059", "14763","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "18967", "21835","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "467", "467","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2152", "2311","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "3518", "3518","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "128", "128","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "4152", "5284","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "7550", "9412","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2394", "2969","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "4040", "4471","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1239", "1379","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "27029", "52282","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "44881", "57665","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "8949", "10154","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "15095", "15095","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "17390", "19495","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "29009", "29435","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "7796", "9519","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "12242", "15396","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2797", "3034","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "4241", "4241","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "29833", "37689","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "42498", "46396","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1210", "1210","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6003", "6306","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8399", "8399","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "11886", "12896","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "15986", "18027","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5435", "7207","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "7412", "7412","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2623", "2734","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3587", "3587","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "56109", "75074","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "54832", "84303","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "12411", "13207","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "19468", "19468","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "24023", "27392","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "36612", "40836","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "13898", "15012","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "15593", "20112","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3306", "3804","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "4809", "4809","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "43108", "52043","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "55880", "57637","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "8546", "8832","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "9753", "9753","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "15397", "16918","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "20654", "21290","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "8175", "9176","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "11018", "11018","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2990", "3311","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3836", "3931","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "62706", "83122","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "91663", "104879","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "14447", "15384","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "23763", "23763","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "25725", "28520","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "33757", "41057","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "12034", "13723","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "20390", "28341","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3088", "3506","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "44378", "54340","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "48547", "62396","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "8870", "9110","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "10460", "10460","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "15983", "18112","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "21337", "22417","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "8522", "9272","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "8794", "8794","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2879", "3263","NIT","Chhattisgarh"
"National Institute of Technology Raipur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3617", "3617","NIT","Chhattisgarh"
"National Institute of Technology Sikkim", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "573994", "1005918","NIT","Sikkim"
"National Institute of Technology Sikkim", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "527505", "953240","NIT","Sikkim"
"National Institute of Technology Sikkim", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "51587", "55629","NIT","Sikkim"
"National Institute of Technology Sikkim", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "59977", "59977","NIT","Sikkim"
"National Institute of Technology Sikkim", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "16783", "17917","NIT","Sikkim"
"National Institute of Technology Sikkim", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "19882", "19882","NIT","Sikkim"
"National Institute of Technology Sikkim", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "8241", "8241","NIT","Sikkim"
"National Institute of Technology Sikkim", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "10924", "10924","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "78672", "162246","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "182101", "405836","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "57609", "168401","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "4258", "5579","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "19566", "24093","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "29011", "34462","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "654", "654","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "7154", "9195","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "14349", "14349","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3514", "3726","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "6744", "6744","NIT","Sikkim"
"National Institute of Technology Sikkim", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1575", "1575","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "251666", "639272","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "351507", "587530","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "22420", "22420","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "35448", "40863","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "45973", "45973","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "12402", "13186","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "18225", "18225","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6493", "6600","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "11190", "11190","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2332", "2332","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "174848", "220352","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "447701", "713531","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "45671", "45671","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "7404", "7404","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "33641", "35568","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "40438", "40438","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "11087", "11147","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17932", "17932","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "1034", "1034","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4429", "4734","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "8543", "8543","NIT","Sikkim"
"National Institute of Technology Sikkim", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1961", "1961","NIT","Sikkim"
"National Institute of Technology Sikkim", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "311356", "817562","NIT","Sikkim"
"National Institute of Technology Sikkim", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "44244", "49141","NIT","Sikkim"
"National Institute of Technology Sikkim", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "57406", "58776","NIT","Sikkim"
"National Institute of Technology Sikkim", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "15039", "16172","NIT","Sikkim"
"National Institute of Technology Sikkim", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5521", "5521","NIT","Sikkim"
"National Institute of Technology Sikkim", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "3012", "3012","NIT","Sikkim"
"National Institute of Technology Sikkim", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4437", "4437","NIT","Sikkim"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "182340", "182340","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "126258", "126258","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3384", "5888","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "4373", "7496","NIT","Arunachal Pradesh"
